Year_Month,Employee_Count
2022-01,141
2022-02,144
2022-03,144
2022-04,140
2022-05,140
2022-06,139
2022-07,138
2022-08,136
2022-09,137
2022-10,138
2022-11,141
2022-12,141
2023-01,137
2023-02,138
2023-03,136
2023-04,133
2023-05,128
2023-06,127
2023-07,124
2023-08,125
2023-09,125
2023-10,125
2023-11,125
2023-12,125
2024-01,127
2024-02,126
