Year_Month,Employee_Count
2022-01,576
2022-02,565
2022-03,562
2022-04,561
2022-05,559
2022-06,570
2022-07,568
2022-08,564
2022-09,564
2022-10,571
2022-11,567
2022-12,582
2023-01,640
2023-02,638
2023-03,628
2023-04,634
2023-05,628
2023-06,597
2023-07,594
2023-08,592
2023-09,570
2023-10,570
2023-11,558
2023-12,578
2024-01,652
2024-02,630
