Year_Month,Employee_Count
2022-05,193
2022-06,189
2022-07,186
2022-08,181
2022-09,180
2022-10,173
2022-11,167
2022-12,167
2023-01,175
2023-02,165
2023-03,161
2023-04,163
2023-05,166
2023-06,162
2023-07,160
2023-08,148
2023-09,128
2023-10,123
2023-11,117
2023-12,121
2024-01,126
2024-02,124
